repositorio,status_final,tempo_analise_horas,tamanho_arquivos,tamanho_linhas_adicionadas,tamanho_linhas_removidas,descricao_caracteres,interacoes_participantes,interacoes_comentarios,numero_revisoes
ytdl-org/youtube-dl,MERGED,107.04,2,62,0,1149,3,4,4
ytdl-org/youtube-dl,MERGED,110.73,2,36,0,1146,2,3,8
ytdl-org/youtube-dl,MERGED,112.08,2,44,0,1148,2,0,6
ytdl-org/youtube-dl,MERGED,320.65,5,193,24,1651,4,10,12
ytdl-org/youtube-dl,MERGED,203.52,1,88,27,1428,3,2,4
ytdl-org/youtube-dl,MERGED,239.26,1,1,1,1294,2,0,2
ytdl-org/youtube-dl,CLOSED,85.12,1,179,148,1345,3,1,2
ytdl-org/youtube-dl,MERGED,660.36,1,10,24,1046,2,0,4
ytdl-org/youtube-dl,MERGED,1023.77,2,109,0,2772,2,2,3
ytdl-org/youtube-dl,CLOSED,7868.66,1,5,5,1051,4,4,2
ytdl-org/youtube-dl,MERGED,1263.67,2,75,0,1271,2,2,3
ytdl-org/youtube-dl,MERGED,1310.08,1,25,2,1516,3,1,4
ytdl-org/youtube-dl,MERGED,1447.6,2,174,0,1229,3,3,7
ytdl-org/youtube-dl,MERGED,1788.75,1,7,1,932,2,0,1
ytdl-org/youtube-dl,MERGED,1877.05,2,88,0,1142,2,0,2
ytdl-org/youtube-dl,MERGED,2638.83,2,101,0,886,4,2,7
ytdl-org/youtube-dl,MERGED,193.09,1,13,1,1144,2,1,1
ytdl-org/youtube-dl,MERGED,198.07,1,25,3,1204,3,2,1
ytdl-org/youtube-dl,CLOSED,22428.8,2,245,0,2085,3,4,2
ytdl-org/youtube-dl,MERGED,376.6,1,32,25,1963,2,4,7
ytdl-org/youtube-dl,MERGED,511.93,1,7,6,4776,4,7,1
ytdl-org/youtube-dl,MERGED,656.39,3,129,40,1313,2,1,2
ytdl-org/youtube-dl,CLOSED,5255.47,2,104,0,1345,1,5,4
ytdl-org/youtube-dl,CLOSED,21795.15,2,46,0,1271,2,2,3
ytdl-org/youtube-dl,CLOSED,2623.19,2,8,2,1787,2,2,1
f/awesome-chatgpt-prompts,CLOSED,504.82,2,18,0,532,3,0,2
f/awesome-chatgpt-prompts,MERGED,508.81,1,2,2,156,4,0,2
f/awesome-chatgpt-prompts,MERGED,58.52,1,2,2,170,4,0,2
f/awesome-chatgpt-prompts,MERGED,169.5,2,16,0,1361,4,1,2
f/awesome-chatgpt-prompts,MERGED,1185.69,2,8,0,784,3,0,1
f/awesome-chatgpt-prompts,CLOSED,1201.22,2,18,0,801,3,2,4
f/awesome-chatgpt-prompts,CLOSED,504.92,0,0,0,685,3,0,2
f/awesome-chatgpt-prompts,CLOSED,212.84,2,34,2,685,4,2,1
f/awesome-chatgpt-prompts,MERGED,73.84,2,10,0,713,3,4,5
f/awesome-chatgpt-prompts,MERGED,85.36,1,11,11,10,4,0,2
f/awesome-chatgpt-prompts,CLOSED,213.25,1,1,0,685,3,0,1
f/awesome-chatgpt-prompts,CLOSED,271.53,1,48,0,685,2,3,2
f/awesome-chatgpt-prompts,CLOSED,296.38,2,6,0,685,3,2,1
f/awesome-chatgpt-prompts,CLOSED,50.13,1,1,2,0,2,0,2
f/awesome-chatgpt-prompts,MERGED,11.99,2,6,0,185,2,0,1
f/awesome-chatgpt-prompts,MERGED,41.18,2,8,1,1094,3,0,1
f/awesome-chatgpt-prompts,CLOSED,504.13,2,5,0,885,3,7,1
f/awesome-chatgpt-prompts,CLOSED,1279.08,1,1,1,868,4,0,4
f/awesome-chatgpt-prompts,CLOSED,2188.46,1,1,0,868,3,2,1
f/awesome-chatgpt-prompts,CLOSED,2256.21,2,6,0,868,4,3,3
f/awesome-chatgpt-prompts,CLOSED,2858.28,1,5,0,868,3,4,1
f/awesome-chatgpt-prompts,CLOSED,3055.91,1,3,2,471,4,4,3
f/awesome-chatgpt-prompts,CLOSED,599.23,1,1,1,929,3,5,1
f/awesome-chatgpt-prompts,CLOSED,1267.9,1,1,1,58,3,3,1
f/awesome-chatgpt-prompts,MERGED,236.68,2,7,1,868,4,2,1
f/awesome-chatgpt-prompts,MERGED,467.32,4,100,0,782,2,1,1
f/awesome-chatgpt-prompts,CLOSED,4685.48,1,6,0,964,7,6,3
f/awesome-chatgpt-prompts,MERGED,1174.85,2,6,0,526,4,6,2
f/awesome-chatgpt-prompts,CLOSED,120.06,2,115,81,683,2,3,1
f/awesome-chatgpt-prompts,CLOSED,7449.43,2,6,0,2426,5,3,2
f/awesome-chatgpt-prompts,CLOSED,8083.4,2,8,0,0,3,2,1
f/awesome-chatgpt-prompts,CLOSED,765.36,1,1,0,868,4,2,1
f/awesome-chatgpt-prompts,CLOSED,1034.43,1,1,0,868,3,0,1
f/awesome-chatgpt-prompts,CLOSED,6642.28,2,13,0,1038,2,0,1
f/awesome-chatgpt-prompts,CLOSED,14.83,1,5,0,868,1,1,1
f/awesome-chatgpt-prompts,CLOSED,6.03,1,0,5,868,3,1,1
f/awesome-chatgpt-prompts,MERGED,10.15,1,0,5,87,9,8,3
f/awesome-chatgpt-prompts,CLOSED,683.23,1,2,2,87,6,1,3
f/awesome-chatgpt-prompts,CLOSED,805.39,1,0,3,36,3,2,1
f/awesome-chatgpt-prompts,MERGED,589.8,1,3,0,268,5,1,1
f/awesome-chatgpt-prompts,CLOSED,1781.09,1,3,0,1010,3,0,1
f/awesome-chatgpt-prompts,CLOSED,3139.9,1,1,1,1023,4,0,2
f/awesome-chatgpt-prompts,CLOSED,12354.83,1,2,0,1077,3,3,1
f/awesome-chatgpt-prompts,CLOSED,652.1,2,5,0,1197,1,0,1
f/awesome-chatgpt-prompts,CLOSED,12761.97,1,4,0,1634,4,5,1
f/awesome-chatgpt-prompts,CLOSED,2849.46,1,1,1,1066,2,0,1
f/awesome-chatgpt-prompts,CLOSED,87.24,1,5,0,1440,2,0,1
f/awesome-chatgpt-prompts,CLOSED,87.3,1,1,0,1091,2,0,1
f/awesome-chatgpt-prompts,CLOSED,87.7,1,1,1,997,2,0,1
f/awesome-chatgpt-prompts,CLOSED,2892.06,1,0,1,964,2,1,2
vercel/next.js,MERGED,1.91,1,1,1,189,3,3,1
vercel/next.js,MERGED,7.93,117,131,474,416,3,5,1
vercel/next.js,MERGED,3.8,1,2,0,16,3,1,2
vercel/next.js,MERGED,1.59,2,10,10,16,4,2,5
vercel/next.js,MERGED,6.03,1,23,10,1231,3,6,2
vercel/next.js,MERGED,1.2,1,3,3,190,3,2,1
vercel/next.js,MERGED,2.97,16,36,11,266,4,4,3
vercel/next.js,MERGED,6.36,1,1,1,504,2,3,3
vercel/next.js,MERGED,23.88,1,345,316,98,4,3,1
vercel/next.js,MERGED,23.32,1,659,340,97,4,3,1
vercel/next.js,MERGED,1.42,12,483,6,25,2,2,1
vercel/next.js,MERGED,19.66,23,310,695,144,3,4,1
vercel/next.js,CLOSED,1.24,19,34,34,0,1,1,1
vercel/next.js,MERGED,2.55,6,161,10,18,2,1,1
vercel/next.js,MERGED,1.75,7,198,27,146,2,3,3
vercel/next.js,MERGED,4.79,1,6,2,107,3,4,2
vercel/next.js,CLOSED,4.77,1,2,0,40,3,2,1
vercel/next.js,MERGED,2.94,51,478,10,2046,4,4,7
vercel/next.js,MERGED,8.3,5,107,30,600,3,5,1
vercel/next.js,MERGED,16.99,2,4,4,47,3,5,3
vercel/next.js,CLOSED,18.81,1,330,301,98,4,3,2
vercel/next.js,CLOSED,18.8,1,251,330,97,4,3,1
vercel/next.js,MERGED,18.26,22,266,121,1075,4,3,6
vercel/next.js,MERGED,53.67,1,1,1,54,3,3,2
vercel/next.js,MERGED,6.45,3,12,22,419,2,2,1
vercel/next.js,MERGED,17.59,2,20,3,14,4,2,3
vercel/next.js,MERGED,19.02,14,253,1,187,4,3,9
vercel/next.js,MERGED,86.16,10,23,16,140,3,3,1
vercel/next.js,MERGED,1.44,1,1,1,66,3,3,2
vercel/next.js,MERGED,1.1,2,2,4,0,2,3,1
vercel/next.js,MERGED,1.48,1,27,27,232,2,3,1
vercel/next.js,MERGED,1.59,2,51,0,172,3,1,2
vercel/next.js,MERGED,2.52,4,136,61,112,2,4,2
vercel/next.js,MERGED,3.08,23,23,526,109,4,5,1
vercel/next.js,MERGED,16.86,15,142,28,1075,4,3,3
vercel/next.js,MERGED,4.1,2,19,7,144,4,5,2
vercel/next.js,MERGED,1.03,20,128,842,436,3,4,1
vercel/next.js,MERGED,96.67,62,718,718,190,3,2,1
vercel/next.js,MERGED,16.12,2,5,6,55,3,3,1
vercel/next.js,MERGED,5.39,35,553,260,880,3,2,6
vercel/next.js,MERGED,10.02,56,12,569,78,2,6,5
vercel/next.js,MERGED,6.98,73,282,287,80,5,7,8
vercel/next.js,MERGED,14.77,1,19,6,98,4,3,1
vercel/next.js,MERGED,19.06,1,42,22,97,4,3,1
vercel/next.js,MERGED,2.25,2,3,4,67,3,5,2
vercel/next.js,MERGED,17.41,1,3,0,658,3,1,2
vercel/next.js,MERGED,11.53,4,50,12,625,3,2,2
vercel/next.js,MERGED,2.21,4,35,6,236,3,3,2
vercel/next.js,MERGED,4.06,4,21,6,305,3,2,4
vercel/next.js,MERGED,1.09,6,74,51,456,3,2,1
langflow-ai/langflow,MERGED,1.47,1,192,116,1223,2,3,2
langflow-ai/langflow,MERGED,5.3,2,22,15,556,3,4,2
langflow-ai/langflow,CLOSED,15.32,2,13,15,625,2,5,1
langflow-ai/langflow,MERGED,24.69,9,497,109,1070,3,4,2
langflow-ai/langflow,MERGED,49.42,2,255,40,800,2,4,1
langflow-ai/langflow,MERGED,6.1,2,0,26,852,2,3,1
langflow-ai/langflow,MERGED,47.37,23,0,0,35,2,5,1
langflow-ai/langflow,MERGED,41.08,5,157,3,342,2,3,2
langflow-ai/langflow,MERGED,25.12,2,82,33,476,3,3,4
langflow-ai/langflow,MERGED,6.68,11,1332,300,2042,5,10,5
langflow-ai/langflow,MERGED,31.31,1,15,15,513,2,3,1
langflow-ai/langflow,MERGED,1.33,1,33,39,100,1,3,1
langflow-ai/langflow,MERGED,8.1,58,484,100,232,2,3,1
langflow-ai/langflow,MERGED,18.67,1,1,0,510,4,2,2
langflow-ai/langflow,MERGED,24.49,4,29,2,181,3,11,11
langflow-ai/langflow,MERGED,1.12,2,34,34,452,4,3,2
langflow-ai/langflow,MERGED,53.17,17,387,53,6509,2,7,24
langflow-ai/langflow,MERGED,20.86,1,42,6,796,4,5,4
langflow-ai/langflow,MERGED,48.2,6,359,406,342,2,6,1
langflow-ai/langflow,MERGED,74.1,20,75,80,536,2,3,2
langflow-ai/langflow,MERGED,48.65,2,4,1,762,3,4,2
langflow-ai/langflow,MERGED,48.68,5,42,8,741,2,4,3
langflow-ai/langflow,MERGED,48.84,2,29,10,879,2,4,2
langflow-ai/langflow,MERGED,48.89,1,14,11,994,2,4,2
langflow-ai/langflow,MERGED,14.28,2,3,2,566,2,5,2
langflow-ai/langflow,MERGED,74.52,2,144,14,1695,3,3,4
langflow-ai/langflow,MERGED,138.53,5,106,16,2079,3,4,2
langflow-ai/langflow,MERGED,125.47,3,21,9,651,2,4,4
langflow-ai/langflow,MERGED,97.58,5,79,48,1006,2,5,2
langflow-ai/langflow,MERGED,15.58,2,14,11,1244,2,3,1
langflow-ai/langflow,MERGED,112.6,2,35,9,62,3,5,3
langflow-ai/langflow,MERGED,24.29,154,857,623,917,2,3,3
langflow-ai/langflow,MERGED,4.75,5,19,8,1489,3,5,3
langflow-ai/langflow,MERGED,24.23,7,4,31,1220,3,3,1
langflow-ai/langflow,MERGED,130.48,1,10,0,583,3,4,3
langflow-ai/langflow,MERGED,14.41,2,58,0,55,2,3,1
langflow-ai/langflow,MERGED,20.15,4,165,9,1861,3,4,2
langflow-ai/langflow,CLOSED,183.8,4,5,5,823,2,3,1
langflow-ai/langflow,MERGED,22.55,5,460,0,734,2,3,2
langflow-ai/langflow,MERGED,29.46,15,379,17,706,3,6,4
langflow-ai/langflow,MERGED,50.21,14,212,131,747,3,7,2
langflow-ai/langflow,MERGED,192.48,2,223,5,646,3,5,4
langflow-ai/langflow,MERGED,42.04,5,205,47,544,6,3,8
langflow-ai/langflow,MERGED,42.99,12,20,20,531,2,5,1
langflow-ai/langflow,MERGED,72.5,6,78,35,1840,2,4,1
langflow-ai/langflow,MERGED,1.33,4,400,1,706,2,2,2
langflow-ai/langflow,MERGED,5.77,3,85,8,347,2,3,1
langflow-ai/langflow,MERGED,38.38,3,43,0,702,3,7,2
langflow-ai/langflow,MERGED,180.18,3,85,7,648,2,3,1
langflow-ai/langflow,MERGED,18.64,1,1,4,1571,3,2,1
yangshun/tech-interview-handbook,CLOSED,20.44,11,11,11,29,2,0,1
yangshun/tech-interview-handbook,MERGED,1.39,1,1,1,262,2,0,1
yangshun/tech-interview-handbook,MERGED,365.37,2,6,2,0,2,0,1
yangshun/tech-interview-handbook,MERGED,8.91,1,1,1,16,2,0,1
yangshun/tech-interview-handbook,MERGED,1.7,1,3,3,59,2,0,1
yangshun/tech-interview-handbook,MERGED,4.94,1,1,0,65,2,0,1
yangshun/tech-interview-handbook,MERGED,4411.95,1,1,1,55,2,1,1
yangshun/tech-interview-handbook,MERGED,46.11,1,6,0,0,2,0,1
yangshun/tech-interview-handbook,MERGED,5972.45,1,2,2,103,2,0,1
yangshun/tech-interview-handbook,MERGED,16.48,1,2,0,100,2,0,1
yangshun/tech-interview-handbook,MERGED,7.39,3,48,2,272,2,0,2
yangshun/tech-interview-handbook,MERGED,2.76,1,9,0,252,2,1,1
yangshun/tech-interview-handbook,MERGED,35.16,1,1,1,322,2,0,1
yangshun/tech-interview-handbook,MERGED,421.09,1,2,2,163,2,0,1
yangshun/tech-interview-handbook,MERGED,8.35,1,3,3,56,2,0,1
yangshun/tech-interview-handbook,MERGED,5.82,7,22,22,0,2,0,1
yangshun/tech-interview-handbook,MERGED,16.74,1,2,2,0,2,0,1
yangshun/tech-interview-handbook,MERGED,2.21,1,1,1,119,2,0,1
yangshun/tech-interview-handbook,MERGED,462.16,1,5,1,0,2,0,1
yangshun/tech-interview-handbook,MERGED,463.71,1,10,2,70,2,0,1
yangshun/tech-interview-handbook,MERGED,1.49,1,1,1,0,2,0,1
yangshun/tech-interview-handbook,MERGED,57.76,1,1,1,97,2,0,1
yangshun/tech-interview-handbook,MERGED,2.45,1,1,1,29,2,0,1
yangshun/tech-interview-handbook,MERGED,2.48,1,1,1,15,2,0,1
yangshun/tech-interview-handbook,MERGED,188.03,1,1,1,73,2,0,1
yangshun/tech-interview-handbook,MERGED,124.57,1,13,0,0,2,0,1
yangshun/tech-interview-handbook,MERGED,1126.44,1,1,0,89,2,0,1
yangshun/tech-interview-handbook,MERGED,1444.08,1,1,1,68,2,0,1
yangshun/tech-interview-handbook,MERGED,14.14,4,139,118,93,2,0,1
yangshun/tech-interview-handbook,MERGED,57.68,1,1,1,96,2,0,1
yangshun/tech-interview-handbook,MERGED,142.92,1,116,4,278,2,1,2
yangshun/tech-interview-handbook,MERGED,8.07,1,7,0,141,2,0,1
yangshun/tech-interview-handbook,MERGED,108.53,2,4,0,155,2,1,1
yangshun/tech-interview-handbook,MERGED,1.74,1,1,1,48,3,2,1
yangshun/tech-interview-handbook,MERGED,9.47,1,1,1,11,2,0,1
yangshun/tech-interview-handbook,MERGED,3.92,14,188,146,0,2,0,1
yangshun/tech-interview-handbook,CLOSED,692.08,15,398,9,0,2,0,1
yangshun/tech-interview-handbook,MERGED,1.91,1,6,1,62,2,0,1
yangshun/tech-interview-handbook,MERGED,28.0,1,1,2,0,2,0,3
yangshun/tech-interview-handbook,MERGED,3.06,5,303,324,0,2,0,1
yangshun/tech-interview-handbook,MERGED,13.65,4,66,31,0,3,0,2
yangshun/tech-interview-handbook,MERGED,20.84,6,222,109,0,2,0,1
yangshun/tech-interview-handbook,MERGED,92.03,5,135,18,0,3,0,3
yangshun/tech-interview-handbook,MERGED,116.33,7,151,38,0,2,0,1
yangshun/tech-interview-handbook,MERGED,45.02,4,67,33,0,2,0,1
yangshun/tech-interview-handbook,MERGED,2.94,1,16,2,58,2,1,1
yangshun/tech-interview-handbook,MERGED,243.57,2,141,0,0,2,0,1
yangshun/tech-interview-handbook,MERGED,2.16,2,67,18,45,1,0,1
yangshun/tech-interview-handbook,MERGED,1.25,6,324,288,269,2,0,1
yangshun/tech-interview-handbook,MERGED,16.78,3,237,0,0,2,0,1
yt-dlp/yt-dlp,MERGED,25.39,2,4,2,1016,2,0,1
yt-dlp/yt-dlp,MERGED,22.18,1,20,12,956,2,0,1
yt-dlp/yt-dlp,MERGED,189.91,2,7,3,1141,2,0,1
yt-dlp/yt-dlp,MERGED,236.92,1,26,26,1399,4,0,3
yt-dlp/yt-dlp,MERGED,89.97,1,3,3,1147,2,5,8
yt-dlp/yt-dlp,MERGED,40.93,4,28,2,1101,2,0,2
yt-dlp/yt-dlp,MERGED,16.2,1,9,9,912,3,0,1
yt-dlp/yt-dlp,MERGED,16.64,1,2,2,849,3,0,1
yt-dlp/yt-dlp,MERGED,51.6,1,61,21,1218,2,0,2
yt-dlp/yt-dlp,MERGED,9.37,2,19,2,1083,4,3,4
yt-dlp/yt-dlp,MERGED,513.11,2,62,5,1078,3,1,7
yt-dlp/yt-dlp,MERGED,7.29,1,1,0,782,2,0,1
yt-dlp/yt-dlp,MERGED,1.22,1,5,3,692,2,0,1
yt-dlp/yt-dlp,MERGED,8.1,1,6,2,692,3,1,1
yt-dlp/yt-dlp,CLOSED,178.3,1,239,21,1043,4,3,6
yt-dlp/yt-dlp,MERGED,1.01,9,47,993,648,2,0,1
yt-dlp/yt-dlp,MERGED,15.46,20,34,33,564,2,0,1
yt-dlp/yt-dlp,MERGED,17.28,1,7,0,1321,3,0,2
yt-dlp/yt-dlp,CLOSED,9.88,1,16,5,829,4,1,2
yt-dlp/yt-dlp,MERGED,28.69,7,12,12,568,3,0,2
yt-dlp/yt-dlp,MERGED,25.94,1,1,1,637,2,0,1
yt-dlp/yt-dlp,MERGED,115.9,4,140,126,589,3,0,2
yt-dlp/yt-dlp,MERGED,2.17,1,25,9,623,3,0,2
yt-dlp/yt-dlp,MERGED,4.36,5,4765,7,628,2,0,2
yt-dlp/yt-dlp,MERGED,121.73,1,5,5,978,2,0,1
yt-dlp/yt-dlp,MERGED,22.6,3,75,1,568,2,0,1
yt-dlp/yt-dlp,MERGED,62.22,1,15,3,1051,7,2,13
yt-dlp/yt-dlp,MERGED,53.39,1,5,1,5868,2,1,3
yt-dlp/yt-dlp,CLOSED,234.57,2,86,0,698,4,0,3
yt-dlp/yt-dlp,MERGED,3.26,4,365,1,931,3,0,1
yt-dlp/yt-dlp,MERGED,297.99,4,386,355,985,3,3,3
yt-dlp/yt-dlp,MERGED,279.25,1,10,3,693,2,0,1
yt-dlp/yt-dlp,MERGED,280.79,2,0,123,677,2,0,1
yt-dlp/yt-dlp,MERGED,547.32,14,38,3,825,5,0,11
yt-dlp/yt-dlp,MERGED,1.32,1,65,49,779,2,0,3
yt-dlp/yt-dlp,MERGED,1.61,1,1,0,1230,2,0,1
yt-dlp/yt-dlp,CLOSED,287.57,1,31,0,1203,4,10,2
yt-dlp/yt-dlp,MERGED,1.25,1,13,2,623,2,0,1
yt-dlp/yt-dlp,MERGED,10.11,1,6,0,1089,3,0,2
yt-dlp/yt-dlp,MERGED,10.7,1,3,1,919,3,2,2
yt-dlp/yt-dlp,MERGED,7.02,1,2,2,733,2,0,1
yt-dlp/yt-dlp,MERGED,33.09,1,34,12,757,2,0,8
yt-dlp/yt-dlp,MERGED,47.17,1,16,2,692,2,0,1
yt-dlp/yt-dlp,MERGED,80.02,1,14,10,1315,2,1,3
yt-dlp/yt-dlp,MERGED,7.31,2,105,54,722,2,0,2
yt-dlp/yt-dlp,MERGED,1.93,1,25,9,649,2,0,1
yt-dlp/yt-dlp,MERGED,14.04,6,84,15,1586,2,1,3
yt-dlp/yt-dlp,CLOSED,6.19,2,5,3,782,3,1,2
yt-dlp/yt-dlp,MERGED,31.17,1,19,21,1139,3,0,12
yt-dlp/yt-dlp,MERGED,6.27,1,18,15,637,3,3,1
golang/go,CLOSED,273.83,39,178,50,2287,3,59,1
golang/go,CLOSED,151.89,1,7,8,79,3,7,1
golang/go,CLOSED,8.25,1,6,2,381,3,1,1
golang/go,CLOSED,1017.12,2,91,1,524,3,33,1
golang/go,CLOSED,37.78,2,12,0,147,4,3,1
golang/go,CLOSED,140.56,1,15,1,0,3,26,1
golang/go,CLOSED,234.08,1,2,3,230,3,36,1
golang/go,CLOSED,7.55,1,1,1,12,3,13,1
golang/go,CLOSED,6707.79,7,231,3,2118,3,85,1
golang/go,CLOSED,765.74,2,7,5,88,3,5,1
golang/go,CLOSED,2484.65,1,1,0,53,4,4,1
golang/go,CLOSED,24.71,1,2,2,249,3,10,1
golang/go,CLOSED,4123.02,1,1,1,136,3,28,1
golang/go,CLOSED,170.24,3,248,4,12,3,60,1
golang/go,CLOSED,28.67,1,2,4,0,3,17,1
golang/go,CLOSED,28.76,1,3,12,0,3,16,1
golang/go,CLOSED,5623.58,1,1,1,0,3,12,1
golang/go,CLOSED,12.74,23,30,30,22,4,16,3
golang/go,CLOSED,245.27,5,77,15,131,4,24,2
golang/go,CLOSED,1789.83,1,2,2,231,3,11,1
golang/go,CLOSED,74.82,1,1,1,355,3,17,1
golang/go,CLOSED,7249.84,1,1,1,0,3,7,1
golang/go,CLOSED,2196.3,4,59,25,1285,3,88,1
golang/go,CLOSED,4102.95,1,14,4,1935,3,7,1
golang/go,CLOSED,12243.2,2,3,1,119,3,17,1
golang/go,CLOSED,77.93,1,3,3,0,3,11,1
golang/go,CLOSED,138.84,1,1,1,0,3,8,1
golang/go,CLOSED,11.33,2,7,1,12,3,20,1
golang/go,CLOSED,6.29,1,0,8,0,3,10,1
golang/go,CLOSED,46.85,1,15,2,80,2,5,1
golang/go,CLOSED,2.0,1,0,0,1211,2,1,2
golang/go,CLOSED,409.02,2,25,13,1145,2,8,1
golang/go,CLOSED,2953.2,1,26,7,205,3,45,2
golang/go,CLOSED,1790.35,3,48,1,274,3,25,1
golang/go,CLOSED,22.66,3,32,0,12,3,12,1
golang/go,CLOSED,151.72,2,7,1,117,3,15,1
golang/go,CLOSED,203.31,4,5,2,111,3,37,1
golang/go,CLOSED,6439.57,2,14,2,1175,3,28,1
golang/go,CLOSED,614.31,16,18,18,0,3,11,2
golang/go,CLOSED,229.23,1,2,3,161,3,6,1
golang/go,CLOSED,2839.19,2,14,1,115,3,35,1
golang/go,CLOSED,4314.0,1,1,1,148,3,21,1
golang/go,CLOSED,2064.31,1,15,6,129,4,37,4
golang/go,CLOSED,42.36,1,6,0,37,3,7,1
golang/go,CLOSED,48.54,2,4,1,155,2,13,1
golang/go,CLOSED,43.64,1,1,6,13,4,7,1
golang/go,CLOSED,272.75,7,17,10,289,4,20,3
golang/go,CLOSED,121.44,2,21,1,391,3,23,2
golang/go,CLOSED,7.99,1,1,1,19,4,3,2
golang/go,CLOSED,28.94,1,2,2,0,4,6,2
Genymobile/scrcpy,CLOSED,49.53,1,3,2,1256,4,15,2
Genymobile/scrcpy,MERGED,141.12,5,67,281,243,2,0,2
Genymobile/scrcpy,CLOSED,335.72,2,19,0,104,2,1,4
Genymobile/scrcpy,CLOSED,316.33,1,29,29,135,2,2,2
Genymobile/scrcpy,CLOSED,1211.96,5,78,29,773,3,22,2
Genymobile/scrcpy,CLOSED,1418.45,15,219,9,80,2,8,6
Genymobile/scrcpy,CLOSED,17.64,1,14,0,263,2,1,2
Genymobile/scrcpy,CLOSED,185.97,6,210,39,348,2,10,3
Genymobile/scrcpy,MERGED,4.19,5,76,5,894,5,10,2
Genymobile/scrcpy,MERGED,309.37,37,1924,587,5792,6,37,4
Genymobile/scrcpy,CLOSED,1188.14,2,4,4,28,3,1,1
Genymobile/scrcpy,MERGED,213.99,58,2460,469,1451,6,28,5
Genymobile/scrcpy,CLOSED,1994.81,23,334,62,124,3,1,1
Genymobile/scrcpy,CLOSED,432.13,16,65,18,1232,3,9,15
Genymobile/scrcpy,CLOSED,283.59,2,26,2,567,2,0,3
Genymobile/scrcpy,CLOSED,25.41,6,97,36,178,2,1,1
Genymobile/scrcpy,MERGED,26.84,15,348,184,521,4,4,3
Genymobile/scrcpy,CLOSED,2246.5,38,1200,251,1961,5,29,8
Genymobile/scrcpy,CLOSED,8206.46,4,114,36,469,2,15,2
Genymobile/scrcpy,CLOSED,8.05,5,12,15,128,2,7,2
Genymobile/scrcpy,CLOSED,2171.29,15,924,274,200,6,38,4
Genymobile/scrcpy,CLOSED,19389.83,3,156,24,363,3,1,1
Genymobile/scrcpy,MERGED,2483.97,8,127,11,774,2,2,1
Genymobile/scrcpy,CLOSED,30.72,1,9,1,0,3,2,4
Genymobile/scrcpy,CLOSED,587.06,4,72,1,515,2,3,1
Genymobile/scrcpy,CLOSED,172.92,2,24,0,688,2,9,3
Genymobile/scrcpy,CLOSED,14206.03,2,17,0,283,3,4,4
Genymobile/scrcpy,MERGED,21.66,10,112,14,749,2,5,2
Genymobile/scrcpy,CLOSED,202.0,0,0,0,465,2,1,1
Genymobile/scrcpy,CLOSED,61.75,1,53,2,242,2,6,2
Genymobile/scrcpy,CLOSED,190.14,2,6,2,68,2,4,2
Genymobile/scrcpy,CLOSED,1280.17,10,98,29,284,3,8,11
Genymobile/scrcpy,CLOSED,1789.41,3,41,3,248,4,15,1
Genymobile/scrcpy,CLOSED,28472.46,27,789,41,676,4,7,8
Genymobile/scrcpy,CLOSED,279.75,1,71,72,98,3,3,12
Genymobile/scrcpy,CLOSED,113.55,1,5,5,114,2,3,4
Genymobile/scrcpy,CLOSED,458.88,1,306,59,84,3,7,2
Genymobile/scrcpy,CLOSED,171.77,1,3,3,80,4,2,22
Genymobile/scrcpy,CLOSED,4440.23,3,44,65,38,2,0,4
Genymobile/scrcpy,CLOSED,30.02,2,128,35,33,2,1,1
Genymobile/scrcpy,MERGED,15.03,6,39,34,432,3,2,1
Genymobile/scrcpy,MERGED,71.04,12,277,90,850,2,4,1
Genymobile/scrcpy,CLOSED,26.48,2,104,29,47,2,2,1
Genymobile/scrcpy,CLOSED,51.37,2,147,60,0,2,2,1
Genymobile/scrcpy,CLOSED,21032.84,18,931,23,502,5,48,7
Genymobile/scrcpy,CLOSED,124.5,1,1,1,0,3,1,1
Genymobile/scrcpy,CLOSED,27913.14,5,94,2,458,5,6,1
Genymobile/scrcpy,CLOSED,28.97,3,43,23,0,2,6,1
Genymobile/scrcpy,CLOSED,12.79,27,1727,94,522,2,5,1
Genymobile/scrcpy,CLOSED,286.45,14,240,33,174,2,18,16
labuladong/fucking-algorithm,MERGED,1113.55,1,14,14,68,2,0,1
labuladong/fucking-algorithm,MERGED,10091.42,1,6,6,33,2,0,1
labuladong/fucking-algorithm,MERGED,99.75,1,15,16,90,2,0,1
labuladong/fucking-algorithm,MERGED,359.36,1,23,19,103,2,3,4
labuladong/fucking-algorithm,CLOSED,20997.27,1,12,6,119,2,0,1
labuladong/fucking-algorithm,CLOSED,336.66,1,70289,70273,103,2,2,1
labuladong/fucking-algorithm,MERGED,499.9,1,3,2,105,2,0,1
labuladong/fucking-algorithm,MERGED,546.28,1,3,1,188,2,0,1
labuladong/fucking-algorithm,MERGED,40.83,1,1,1,81,2,0,1
labuladong/fucking-algorithm,MERGED,138.23,1,11,12,97,2,0,1
labuladong/fucking-algorithm,MERGED,3.24,1,1,1,116,2,0,1
labuladong/fucking-algorithm,MERGED,73.76,1,4,1,75,2,0,1
labuladong/fucking-algorithm,MERGED,87.31,1,7,3,103,2,0,1
labuladong/fucking-algorithm,MERGED,22.42,1,3,3,98,2,0,1
labuladong/fucking-algorithm,MERGED,2.95,1,3,3,84,2,0,1
